Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
EMP3873,44,Female,HR,Retail,11,Remote,46,5,1
EMP3874,51,Prefer not to say,Software Engineer,Consulting,22,Hybrid,36,14,2
EMP3875,26,Female,Data Scientist,Finance,7,Remote,54,5,4
EMP3876,29,Non-binary,Designer,Education,26,Remote,34,0,4
EMP3877,45,Male,Data Scientist,Education,20,Onsite,41,15,5
EMP3878,49,Non-binary,Designer,Retail,2,Onsite,53,12,2
EMP3879,50,Male,Project Manager,Consulting,10,Hybrid,46,9,4
EMP3880,32,Non-binary,Project Manager,Manufacturing,23,Remote,35,1,4
EMP3881,28,Female,Project Manager,Healthcare,35,Onsite,44,8,1
EMP3882,22,Non-binary,Software Engineer,Education,11,Remote,20,6,2
EMP3883,50,Prefer not to say,Project Manager,Consulting,22,Remote,37,10,5
EMP3884,31,Male,Project Manager,Finance,25,Onsite,57,9,1
EMP3885,27,Prefer not to say,Sales,Finance,14,Onsite,20,4,4
EMP3886,25,Female,Marketing,Manufacturing,5,Hybrid,54,6,1
EMP3887,43,Male,Marketing,IT,35,Remote,53,7,3
EMP3888,48,Male,Marketing,Healthcare,18,Onsite,53,10,2
EMP3889,24,Non-binary,Marketing,Manufacturing,15,Hybrid,25,13,4
EMP3890,30,Prefer not to say,Data Scientist,Consulting,9,Remote,28,7,3
EMP3891,50,Non-binary,Marketing,Finance,18,Hybrid,42,7,3
EMP3892,42,Prefer not to say,Designer,Healthcare,8,Remote,44,11,5
EMP3893,50,Non-binary,Sales,Manufacturing,1,Remote,23,13,1
EMP3894,51,Prefer not to say,Software Engineer,Retail,32,Hybrid,57,9,3
EMP3895,57,Female,Data Scientist,Education,8,Onsite,41,0,1
EMP3896,29,Non-binary,Designer,Education,33,Hybrid,42,12,3
EMP3897,28,Female,Designer,Manufacturing,22,Remote,56,13,2
EMP3898,55,Non-binary,HR,Healthcare,16,Onsite,23,13,5
EMP3899,59,Non-binary,Project Manager,Education,15,Hybrid,58,1,5
EMP3900,55,Non-binary,Data Scientist,Consulting,32,Hybrid,43,14,1
EMP3901,57,Female,HR,IT,16,Onsite,41,11,3
EMP3902,43,Non-binary,HR,Finance,19,Remote,33,6,3
EMP3903,25,Female,HR,Manufacturing,33,Onsite,53,13,4
EMP3904,52,Non-binary,HR,Consulting,22,Hybrid,23,5,4
EMP3905,49,Female,Designer,Finance,8,Onsite,21,15,5
EMP3906,38,Female,Project Manager,IT,3,Remote,28,3,3
EMP3907,50,Non-binary,Project Manager,Healthcare,19,Hybrid,52,10,3
EMP3908,33,Female,Software Engineer,Consulting,5,Remote,38,1,5
EMP3909,51,Prefer not to say,Designer,Manufacturing,5,Hybrid,25,13,4
EMP3910,51,Non-binary,Marketing,Healthcare,24,Remote,49,13,5
EMP3911,58,Non-binary,Software Engineer,IT,14,Remote,37,11,5
EMP3912,34,Male,Software Engineer,Education,35,Remote,33,13,4
EMP3913,53,Non-binary,Designer,Finance,11,Remote,42,9,1
EMP3914,59,Male,Software Engineer,Retail,24,Onsite,42,0,4
EMP3915,22,Male,HR,Consulting,28,Hybrid,23,4,4
EMP3916,50,Prefer not to say,Project Manager,Healthcare,34,Onsite,50,10,4
EMP3917,30,Prefer not to say,Marketing,Consulting,9,Remote,37,9,4
EMP3918,32,Female,Data Scientist,Healthcare,17,Hybrid,59,9,4
EMP3919,55,Prefer not to say,Project Manager,Finance,10,Hybrid,34,3,2
EMP3920,52,Non-binary,Marketing,Education,27,Onsite,59,11,2
EMP3921,45,Non-binary,Sales,IT,25,Onsite,50,4,1
EMP3922,32,Female,Data Scientist,Education,31,Hybrid,34,6,2
EMP3923,44,Female,Data Scientist,Retail,9,Remote,27,5,3
EMP3924,39,Female,Marketing,Healthcare,24,Onsite,42,3,4
EMP3925,23,Male,Marketing,Healthcare,5,Hybrid,50,9,3
EMP3926,42,Non-binary,Designer,IT,15,Onsite,41,12,1
EMP3927,44,Non-binary,Project Manager,Healthcare,8,Remote,29,5,3
EMP3928,23,Female,Project Manager,Manufacturing,29,Hybrid,28,1,2
EMP3929,34,Prefer not to say,HR,Manufacturing,24,Onsite,20,7,2
EMP3930,28,Female,Sales,Finance,33,Onsite,51,7,1
EMP3931,28,Male,Project Manager,Manufacturing,34,Hybrid,22,7,5
EMP3932,23,Male,Data Scientist,Healthcare,18,Remote,54,7,5
EMP3933,57,Male,Designer,Retail,30,Onsite,43,1,1
EMP3934,27,Prefer not to say,Project Manager,Healthcare,9,Remote,23,15,2
EMP3935,35,Female,Data Scientist,Consulting,35,Remote,41,15,4
EMP3936,40,Female,Project Manager,Consulting,1,Onsite,57,6,3
EMP3937,37,Non-binary,Sales,IT,3,Hybrid,25,8,1
EMP3938,59,Non-binary,Designer,Retail,15,Remote,35,13,4
EMP3939,33,Female,HR,Consulting,31,Onsite,44,13,3
EMP3940,27,Female,Sales,IT,27,Hybrid,23,10,3
EMP3941,42,Non-binary,Project Manager,Education,13,Remote,32,8,3
EMP3942,50,Non-binary,Designer,Healthcare,19,Remote,20,15,5
EMP3943,45,Male,Project Manager,Healthcare,20,Onsite,54,9,4
EMP3944,45,Prefer not to say,Software Engineer,Healthcare,4,Hybrid,44,11,1
EMP3945,53,Male,HR,Healthcare,9,Remote,41,8,1
EMP3946,49,Female,Project Manager,Education,22,Hybrid,59,1,2
EMP3947,30,Male,Designer,IT,19,Remote,37,1,3
EMP3948,56,Female,Project Manager,Manufacturing,35,Onsite,29,2,3
EMP3949,57,Non-binary,Marketing,Healthcare,15,Remote,38,8,1
EMP3950,56,Male,Data Scientist,Finance,6,Onsite,38,14,1
EMP3951,49,Prefer not to say,Designer,Finance,10,Hybrid,21,2,2
EMP3952,27,Male,Marketing,IT,21,Hybrid,34,12,1
EMP3953,40,Female,Designer,IT,12,Hybrid,48,8,5
EMP3954,53,Non-binary,Data Scientist,Retail,21,Hybrid,46,6,1
EMP3955,49,Female,Software Engineer,Healthcare,8,Hybrid,32,14,4
EMP3956,59,Non-binary,Project Manager,Education,24,Hybrid,54,1,2
EMP3957,35,Male,Sales,Retail,30,Onsite,37,10,2
EMP3958,54,Non-binary,Project Manager,Manufacturing,17,Remote,29,10,3
EMP3959,24,Female,Software Engineer,Consulting,30,Hybrid,23,13,3
EMP3960,47,Male,HR,Finance,3,Remote,28,12,1
EMP3961,34,Prefer not to say,Marketing,Finance,33,Remote,30,5,3
EMP3962,36,Male,Data Scientist,Manufacturing,14,Onsite,29,8,2
EMP3963,60,Male,HR,Retail,34,Remote,54,4,4
EMP3964,26,Male,HR,Consulting,1,Hybrid,36,12,1
EMP3965,54,Female,Marketing,IT,22,Onsite,36,4,2
EMP3966,41,Prefer not to say,Data Scientist,Retail,10,Remote,46,8,4
EMP3967,58,Female,Designer,Manufacturing,2,Hybrid,30,1,5
EMP3968,34,Prefer not to say,Marketing,Retail,22,Remote,46,0,3
EMP3969,57,Female,Data Scientist,IT,21,Remote,20,11,4
EMP3970,58,Non-binary,Marketing,Finance,5,Hybrid,45,12,3
EMP3971,27,Male,Marketing,Consulting,30,Hybrid,37,0,1
EMP3972,56,Female,Marketing,Finance,9,Remote,36,12,5
EMP3973,27,Non-binary,Data Scientist,Finance,4,Remote,60,15,2
EMP3974,31,Female,Sales,Finance,32,Hybrid,27,13,1
EMP3975,60,Female,Sales,Manufacturing,28,Remote,47,1,3
EMP3976,27,Non-binary,HR,Healthcare,2,Remote,46,15,2
EMP3977,42,Non-binary,Project Manager,Education,2,Hybrid,58,12,1
EMP3978,22,Non-binary,Data Scientist,Retail,1,Hybrid,33,8,3
EMP3979,47,Male,HR,IT,25,Onsite,27,2,4
EMP3980,50,Male,Project Manager,Consulting,11,Onsite,56,10,1
EMP3981,43,Male,Software Engineer,Manufacturing,21,Onsite,32,15,4
EMP3982,37,Female,HR,Manufacturing,34,Hybrid,31,13,2
EMP3983,43,Non-binary,Data Scientist,Education,35,Onsite,47,10,2
EMP3984,43,Prefer not to say,Designer,Finance,29,Hybrid,35,8,1
EMP3985,45,Prefer not to say,Sales,Healthcare,28,Hybrid,52,3,1
EMP3986,44,Male,Project Manager,IT,7,Hybrid,57,3,5
EMP3987,34,Female,Designer,Retail,4,Onsite,57,8,3
EMP3988,29,Male,HR,Manufacturing,25,Onsite,38,14,1
EMP3989,54,Female,Sales,Consulting,16,Remote,22,10,2
EMP3990,36,Prefer not to say,HR,IT,23,Hybrid,50,15,3
EMP3991,46,Prefer not to say,HR,Retail,22,Remote,28,2,4
EMP3992,31,Male,Software Engineer,Healthcare,14,Onsite,22,8,4
EMP3993,46,Non-binary,Sales,Healthcare,3,Remote,24,2,1
EMP3994,38,Prefer not to say,Designer,Education,18,Hybrid,32,13,3
EMP3995,25,Male,Sales,IT,27,Remote,41,8,1
EMP3996,50,Male,Designer,Finance,6,Hybrid,21,8,4
EMP3997,58,Prefer not to say,Project Manager,Finance,2,Onsite,53,9,3
EMP3998,47,Prefer not to say,Project Manager,Education,19,Hybrid,60,0,4
EMP3999,27,Prefer not to say,Sales,Finance,7,Onsite,56,11,1
EMP4000,24,Non-binary,HR,Consulting,11,Onsite,34,4,5
EMP4001,38,Non-binary,Project Manager,Retail,33,Onsite,26,11,1
EMP4002,38,Female,Designer,Manufacturing,22,Remote,29,0,4
EMP4003,22,Female,Software Engineer,Finance,16,Hybrid,36,15,1
EMP4004,40,Female,Data Scientist,Consulting,8,Onsite,25,11,1
EMP4005,39,Prefer not to say,Sales,Healthcare,20,Hybrid,31,1,2
EMP4006,43,Prefer not to say,Sales,Healthcare,12,Onsite,38,2,2
EMP4007,44,Male,Sales,Finance,12,Remote,41,13,4
EMP4008,47,Prefer not to say,Project Manager,IT,33,Onsite,34,13,4
EMP4009,35,Non-binary,Project Manager,Finance,24,Hybrid,29,5,4
EMP4010,23,Prefer not to say,HR,Healthcare,28,Remote,45,1,1
EMP4011,27,Prefer not to say,Project Manager,Healthcare,6,Onsite,60,10,2
EMP4012,47,Prefer not to say,Project Manager,Education,12,Onsite,48,11,3
EMP4013,39,Female,HR,Healthcare,3,Hybrid,23,4,1
EMP4014,39,Non-binary,HR,Education,3,Onsite,60,15,2
EMP4015,59,Female,Designer,Consulting,6,Hybrid,37,5,1
EMP4016,52,Male,HR,IT,34,Hybrid,34,4,5
EMP4017,29,Female,Marketing,Education,23,Remote,54,9,1
EMP4018,51,Male,Marketing,Education,32,Remote,29,15,4
EMP4019,23,Male,Designer,Consulting,10,Remote,36,1,5
EMP4020,24,Non-binary,HR,Education,30,Onsite,54,9,4
EMP4021,41,Prefer not to say,Designer,Healthcare,18,Hybrid,55,14,5
EMP4022,52,Prefer not to say,HR,Retail,16,Onsite,56,4,3
EMP4023,52,Non-binary,Software Engineer,Healthcare,3,Onsite,48,2,1
EMP4024,37,Prefer not to say,Designer,Finance,21,Onsite,52,4,2
EMP4025,57,Non-binary,Software Engineer,Retail,8,Hybrid,49,9,3
EMP4026,51,Non-binary,Data Scientist,Healthcare,6,Remote,26,14,4
EMP4027,45,Prefer not to say,Sales,Retail,25,Remote,21,15,4
EMP4028,53,Prefer not to say,Project Manager,Retail,22,Onsite,20,10,5
EMP4029,26,Male,Marketing,IT,1,Onsite,27,3,3
EMP4030,52,Prefer not to say,Designer,Education,25,Hybrid,54,1,4
EMP4031,39,Non-binary,Project Manager,Healthcare,12,Hybrid,23,9,5
EMP4032,47,Female,Project Manager,Manufacturing,19,Remote,53,9,3
EMP4033,32,Prefer not to say,Project Manager,Healthcare,21,Hybrid,57,1,1
EMP4034,29,Male,Project Manager,Healthcare,28,Onsite,41,2,5
EMP4035,40,Male,Project Manager,Retail,2,Remote,20,12,1
EMP4036,44,Male,Software Engineer,Finance,9,Onsite,35,3,2
EMP4037,53,Female,Marketing,Finance,10,Hybrid,57,8,2
EMP4038,23,Male,Sales,Consulting,20,Onsite,50,10,4
EMP4039,36,Non-binary,HR,Manufacturing,26,Remote,24,13,4
EMP4040,39,Male,Designer,Retail,9,Remote,25,14,5
EMP4041,59,Male,Marketing,IT,2,Hybrid,35,0,5
EMP4042,37,Male,HR,Healthcare,25,Onsite,37,1,2
EMP4043,30,Non-binary,Software Engineer,IT,4,Onsite,51,1,3
EMP4044,24,Male,Project Manager,Consulting,3,Hybrid,47,10,2
EMP4045,47,Prefer not to say,Software Engineer,Finance,15,Remote,28,10,3
EMP4046,59,Non-binary,Project Manager,Finance,7,Onsite,33,3,3
EMP4047,37,Non-binary,HR,Education,29,Onsite,31,9,3
EMP4048,57,Non-binary,Marketing,IT,5,Remote,32,2,4
EMP4049,30,Male,Sales,Healthcare,9,Hybrid,38,10,3
EMP4050,39,Non-binary,Marketing,IT,24,Onsite,49,4,1
EMP4051,34,Male,Designer,Education,28,Remote,59,6,4
EMP4052,48,Male,Marketing,Healthcare,13,Hybrid,46,10,3
EMP4053,58,Female,Project Manager,Finance,27,Hybrid,31,8,4
EMP4054,46,Female,Marketing,Retail,29,Remote,22,8,4
EMP4055,28,Male,Project Manager,Manufacturing,15,Onsite,41,1,1
EMP4056,23,Male,Software Engineer,Healthcare,22,Hybrid,47,9,4
EMP4057,54,Prefer not to say,Software Engineer,Healthcare,32,Hybrid,44,2,1
EMP4058,43,Male,HR,Consulting,18,Remote,50,2,5
EMP4059,41,Male,Designer,Retail,25,Onsite,55,7,1
EMP4060,43,Male,Marketing,Finance,30,Hybrid,54,2,5
EMP4061,36,Female,HR,Education,1,Remote,27,13,5
EMP4062,58,Female,Software Engineer,Finance,12,Remote,45,12,2
EMP4063,23,Non-binary,HR,IT,4,Onsite,48,8,2
EMP4064,38,Male,Marketing,Finance,27,Remote,58,9,5
EMP4065,35,Non-binary,Marketing,Consulting,28,Onsite,20,3,4
EMP4066,51,Non-binary,HR,Retail,19,Hybrid,49,15,1
EMP4067,28,Female,Software Engineer,Consulting,15,Onsite,36,12,5
EMP4068,42,Male,HR,Education,30,Onsite,33,5,5
EMP4069,56,Prefer not to say,Marketing,Consulting,11,Onsite,40,2,1
EMP4070,49,Male,Project Manager,IT,35,Remote,20,12,3
EMP4071,45,Prefer not to say,Data Scientist,Retail,31,Onsite,28,12,4
EMP4072,37,Female,Sales,Healthcare,14,Hybrid,28,11,5
EMP4073,23,Non-binary,Marketing,Retail,9,Hybrid,31,1,1
EMP4074,37,Male,Data Scientist,Education,27,Hybrid,45,11,3
EMP4075,59,Female,Data Scientist,Finance,8,Hybrid,34,11,5
EMP4076,50,Non-binary,Software Engineer,Finance,14,Onsite,31,15,3
EMP4077,46,Prefer not to say,Data Scientist,Manufacturing,14,Onsite,55,10,1
EMP4078,54,Female,Data Scientist,Finance,20,Onsite,35,12,4
EMP4079,38,Male,Marketing,Education,10,Hybrid,24,11,5
EMP4080,55,Female,Designer,Finance,17,Onsite,60,3,3
EMP4081,49,Prefer not to say,Designer,IT,17,Remote,20,4,3
EMP4082,41,Non-binary,Sales,Education,19,Hybrid,28,9,4
EMP4083,22,Male,Marketing,Retail,31,Hybrid,26,8,2
EMP4084,52,Prefer not to say,Project Manager,IT,35,Hybrid,27,15,1
EMP4085,28,Non-binary,Marketing,Manufacturing,28,Onsite,32,1,1
EMP4086,50,Non-binary,Project Manager,Retail,20,Hybrid,20,10,1
EMP4087,35,Non-binary,Software Engineer,Finance,6,Remote,43,2,3
EMP4088,33,Male,Project Manager,Education,6,Remote,49,7,4
EMP4089,47,Male,Marketing,Manufacturing,9,Hybrid,48,9,3
EMP4090,51,Prefer not to say,Designer,Retail,26,Hybrid,28,6,2
EMP4091,57,Non-binary,HR,Education,13,Hybrid,25,6,4
EMP4092,59,Female,HR,Education,10,Onsite,40,1,3
EMP4093,25,Female,Data Scientist,Education,34,Hybrid,52,11,5
EMP4094,42,Male,Marketing,Finance,18,Remote,22,10,3
EMP4095,34,Female,Project Manager,Retail,31,Hybrid,28,10,1
EMP4096,33,Non-binary,HR,Manufacturing,4,Onsite,49,0,1
EMP4097,23,Male,Data Scientist,Finance,24,Hybrid,49,12,2
EMP4098,23,Male,Marketing,Education,31,Remote,57,12,5
EMP4099,54,Prefer not to say,Data Scientist,IT,2,Remote,21,5,4
EMP4100,34,Non-binary,Project Manager,IT,25,Remote,52,6,3
EMP4101,54,Male,Data Scientist,Retail,24,Remote,40,9,1
EMP4102,43,Prefer not to say,Designer,IT,14,Onsite,46,15,1
EMP4103,53,Non-binary,Software Engineer,Consulting,34,Onsite,48,8,2
EMP4104,59,Male,Marketing,Consulting,12,Hybrid,47,12,2
EMP4105,33,Non-binary,HR,Consulting,29,Hybrid,48,0,4
EMP4106,58,Female,Data Scientist,IT,11,Hybrid,51,0,2
EMP4107,36,Prefer not to say,Marketing,Manufacturing,3,Hybrid,21,4,3
EMP4108,27,Non-binary,Sales,Healthcare,8,Onsite,60,6,2
EMP4109,32,Non-binary,Designer,Finance,7,Onsite,27,11,3
EMP4110,40,Non-binary,Sales,Manufacturing,12,Remote,51,8,4
EMP4111,59,Non-binary,Data Scientist,Education,6,Onsite,29,9,1
EMP4112,55,Male,Data Scientist,Finance,33,Onsite,39,7,4
EMP4113,24,Non-binary,Sales,Consulting,18,Remote,53,11,2
EMP4114,50,Male,Marketing,Manufacturing,30,Onsite,27,12,4
EMP4115,49,Non-binary,Sales,Retail,21,Remote,46,2,5
EMP4116,46,Prefer not to say,Software Engineer,Manufacturing,26,Hybrid,42,5,1
EMP4117,27,Prefer not to say,Marketing,Consulting,22,Hybrid,51,6,1
EMP4118,47,Male,HR,Manufacturing,35,Onsite,22,3,2
EMP4119,47,Male,Marketing,Retail,8,Onsite,40,13,3
EMP4120,41,Prefer not to say,HR,Consulting,21,Hybrid,35,6,1
EMP4121,30,Male,Project Manager,Finance,12,Onsite,33,9,3
EMP4122,27,Male,HR,Retail,25,Remote,45,15,4
EMP4123,48,Female,HR,Healthcare,30,Hybrid,37,3,1
EMP4124,28,Female,Sales,Education,13,Remote,41,6,1
EMP4125,25,Male,Designer,IT,29,Hybrid,52,13,2
EMP4126,31,Prefer not to say,HR,Education,28,Remote,54,4,5
EMP4127,30,Female,Designer,Healthcare,12,Remote,52,15,5
EMP4128,30,Non-binary,Software Engineer,Education,13,Remote,32,8,3
EMP4129,55,Male,Designer,Education,5,Onsite,44,13,1
EMP4130,43,Male,HR,Retail,18,Onsite,57,12,4
EMP4131,44,Male,Sales,Consulting,31,Onsite,43,10,2
EMP4132,54,Non-binary,Designer,Retail,19,Hybrid,54,13,5
EMP4133,53,Prefer not to say,Data Scientist,IT,32,Hybrid,43,2,4
EMP4134,53,Non-binary,Project Manager,Healthcare,25,Onsite,32,6,3
EMP4135,23,Male,Sales,Manufacturing,34,Remote,58,8,4
EMP4136,50,Male,HR,Education,27,Hybrid,45,1,1
EMP4137,42,Female,Designer,Education,7,Onsite,49,14,2
EMP4138,47,Non-binary,Project Manager,Consulting,24,Remote,26,6,2
EMP4139,37,Prefer not to say,Designer,Retail,1,Onsite,39,3,5
EMP4140,40,Non-binary,HR,IT,17,Hybrid,28,4,2
EMP4141,43,Prefer not to say,Marketing,Retail,32,Remote,53,2,2
EMP4142,33,Non-binary,Software Engineer,Manufacturing,5,Hybrid,22,5,3
EMP4143,53,Prefer not to say,Project Manager,Education,5,Onsite,57,14,3
EMP4144,39,Male,Sales,Healthcare,29,Hybrid,57,8,3
EMP4145,44,Non-binary,HR,IT,3,Onsite,59,0,2
EMP4146,41,Female,Data Scientist,IT,16,Hybrid,32,3,4
EMP4147,49,Female,Data Scientist,Manufacturing,6,Hybrid,54,3,1
EMP4148,27,Non-binary,Software Engineer,Healthcare,10,Onsite,59,4,3
EMP4149,36,Male,Data Scientist,Retail,34,Hybrid,20,4,4
EMP4150,26,Non-binary,HR,Manufacturing,1,Remote,52,2,2
EMP4151,36,Non-binary,Data Scientist,IT,9,Hybrid,33,10,3
EMP4152,47,Male,Sales,IT,9,Onsite,34,4,5
EMP4153,53,Male,Sales,Finance,12,Remote,30,8,3
EMP4154,22,Prefer not to say,Project Manager,Retail,23,Onsite,22,8,3
EMP4155,33,Male,Marketing,Finance,1,Hybrid,25,14,5
EMP4156,31,Prefer not to say,Project Manager,Manufacturing,21,Remote,60,9,3
EMP4157,59,Non-binary,Marketing,Consulting,8,Onsite,33,13,4
EMP4158,22,Prefer not to say,HR,Healthcare,5,Onsite,51,15,1
EMP4159,28,Prefer not to say,HR,Consulting,14,Onsite,60,11,1
EMP4160,33,Prefer not to say,Marketing,Consulting,3,Hybrid,45,2,3
EMP4161,37,Male,Designer,Manufacturing,11,Remote,55,9,5
EMP4162,40,Non-binary,HR,Education,31,Hybrid,22,4,3
EMP4163,40,Male,Software Engineer,Education,8,Hybrid,48,3,3
EMP4164,50,Prefer not to say,HR,Education,17,Onsite,60,13,5
EMP4165,37,Prefer not to say,Data Scientist,Finance,1,Hybrid,23,3,2
EMP4166,40,Prefer not to say,HR,Finance,33,Hybrid,44,10,5
EMP4167,51,Male,Sales,Education,26,Onsite,51,5,4
EMP4168,35,Male,Sales,Retail,21,Onsite,24,3,3
EMP4169,44,Non-binary,Data Scientist,IT,21,Onsite,41,9,5
EMP4170,33,Female,Designer,Retail,4,Remote,20,10,2
EMP4171,53,Female,Sales,IT,25,Onsite,44,0,2
EMP4172,50,Prefer not to say,Sales,IT,13,Remote,37,10,5
EMP4173,58,Non-binary,HR,Retail,20,Hybrid,48,6,5
EMP4174,44,Non-binary,Data Scientist,Finance,9,Hybrid,42,15,1
EMP4175,45,Male,HR,Finance,26,Onsite,57,10,4
EMP4176,53,Prefer not to say,HR,IT,12,Onsite,39,4,5
EMP4177,45,Female,Software Engineer,Healthcare,25,Hybrid,34,14,1
EMP4178,23,Male,HR,Education,30,Onsite,22,4,3
EMP4179,44,Female,Sales,Finance,31,Hybrid,29,5,5
EMP4180,44,Prefer not to say,Software Engineer,Consulting,15,Onsite,59,3,3
EMP4181,52,Female,Project Manager,Retail,22,Onsite,49,3,5
EMP4182,26,Female,Project Manager,Healthcare,15,Onsite,58,8,4
EMP4183,30,Female,Designer,Healthcare,3,Hybrid,32,10,3
EMP4184,45,Male,Sales,Consulting,19,Onsite,49,14,5
EMP4185,57,Female,Software Engineer,Education,13,Remote,20,0,2
EMP4186,35,Male,HR,Healthcare,9,Remote,39,14,5
EMP4187,38,Prefer not to say,Data Scientist,Consulting,12,Hybrid,37,11,4
EMP4188,32,Prefer not to say,Marketing,Education,5,Onsite,23,10,3
EMP4189,26,Female,Software Engineer,Healthcare,16,Hybrid,40,13,1
EMP4190,29,Male,Data Scientist,Healthcare,30,Hybrid,31,14,1
EMP4191,49,Male,Software Engineer,IT,3,Hybrid,52,13,5
EMP4192,53,Female,Project Manager,Finance,33,Hybrid,23,2,3
EMP4193,52,Female,Data Scientist,Retail,21,Hybrid,34,11,1
EMP4194,31,Female,Data Scientist,Finance,21,Onsite,35,15,3
EMP4195,49,Female,Designer,Education,7,Remote,22,0,3
EMP4196,58,Male,Sales,IT,9,Onsite,29,14,1
EMP4197,43,Male,Software Engineer,Education,11,Hybrid,60,4,4
EMP4198,56,Non-binary,Sales,Finance,4,Onsite,60,12,5
EMP4199,34,Non-binary,Data Scientist,Consulting,6,Hybrid,49,0,4
EMP4200,55,Male,Designer,Healthcare,19,Onsite,41,10,2
EMP4201,42,Male,HR,Education,4,Hybrid,30,0,2
EMP4202,51,Female,Marketing,Education,16,Hybrid,56,3,2
EMP4203,57,Prefer not to say,Software Engineer,Education,21,Onsite,24,13,3
EMP4204,29,Prefer not to say,Software Engineer,Retail,13,Hybrid,41,8,4
EMP4205,24,Prefer not to say,Software Engineer,Retail,33,Hybrid,55,1,5
EMP4206,44,Male,Marketing,Healthcare,10,Remote,35,9,3
EMP4207,34,Non-binary,HR,IT,20,Remote,42,1,1
EMP4208,23,Female,Designer,Finance,7,Onsite,24,9,2
EMP4209,44,Prefer not to say,Project Manager,IT,33,Remote,30,8,1
EMP4210,46,Male,Data Scientist,Healthcare,6,Hybrid,49,0,5
EMP4211,38,Non-binary,Designer,Education,23,Remote,58,4,2
EMP4212,35,Female,Project Manager,Consulting,17,Hybrid,43,14,5
EMP4213,41,Prefer not to say,Designer,Retail,20,Onsite,43,8,2
EMP4214,42,Prefer not to say,Designer,IT,32,Onsite,21,0,2
EMP4215,50,Prefer not to say,Sales,IT,11,Onsite,59,1,5
EMP4216,60,Non-binary,Data Scientist,Consulting,10,Hybrid,50,14,2
EMP4217,54,Male,Designer,Retail,13,Onsite,46,9,1
EMP4218,31,Male,Software Engineer,Consulting,9,Remote,34,2,4
EMP4219,35,Non-binary,Designer,Healthcare,31,Onsite,36,14,2
EMP4220,46,Prefer not to say,Designer,Finance,18,Hybrid,39,10,1
EMP4221,56,Prefer not to say,HR,IT,31,Remote,59,15,4
EMP4222,47,Prefer not to say,Software Engineer,Retail,9,Remote,50,12,4
EMP4223,59,Prefer not to say,Software Engineer,Retail,17,Remote,40,6,4
EMP4224,48,Non-binary,HR,Retail,17,Onsite,49,7,1
EMP4225,28,Prefer not to say,Sales,Education,29,Remote,44,8,5
EMP4226,30,Male,Project Manager,IT,24,Remote,27,7,3
EMP4227,24,Male,Marketing,Consulting,15,Onsite,28,13,2
EMP4228,47,Non-binary,Designer,Finance,12,Remote,36,5,3
EMP4229,34,Prefer not to say,HR,Education,9,Remote,35,8,4
EMP4230,59,Prefer not to say,HR,Finance,34,Hybrid,36,7,4
EMP4231,52,Male,Sales,Education,23,Onsite,34,8,2
EMP4232,57,Prefer not to say,HR,Healthcare,3,Onsite,52,3,3
EMP4233,49,Prefer not to say,Software Engineer,Finance,33,Onsite,21,5,2
EMP4234,26,Non-binary,Data Scientist,Retail,9,Remote,55,8,1
EMP4235,39,Female,Sales,IT,20,Onsite,43,11,2
EMP4236,59,Non-binary,Designer,Education,9,Hybrid,52,15,1
EMP4237,38,Non-binary,HR,Manufacturing,23,Remote,37,2,2
EMP4238,60,Non-binary,Designer,Healthcare,1,Hybrid,43,2,3
EMP4239,48,Female,Marketing,Finance,1,Onsite,57,11,2
EMP4240,45,Non-binary,Marketing,Manufacturing,17,Remote,39,13,4
EMP4241,32,Female,Sales,IT,32,Remote,21,13,3
EMP4242,52,Male,Project Manager,Retail,23,Onsite,26,5,2
EMP4243,26,Male,Sales,IT,2,Hybrid,51,13,2
EMP4244,38,Non-binary,Project Manager,Manufacturing,31,Remote,55,9,2
EMP4245,23,Non-binary,Designer,Manufacturing,24,Hybrid,47,11,3
EMP4246,29,Male,Project Manager,Healthcare,18,Hybrid,57,15,4
EMP4247,49,Female,Sales,Education,11,Remote,37,1,4
EMP4248,29,Male,Sales,Education,16,Onsite,36,10,1
EMP4249,36,Male,Project Manager,Finance,20,Onsite,36,14,2
EMP4250,44,Male,Software Engineer,Retail,28,Remote,28,5,3
EMP4251,31,Female,Data Scientist,Consulting,30,Hybrid,23,5,1
EMP4252,58,Female,Designer,Education,22,Onsite,25,12,3
EMP4253,49,Prefer not to say,Designer,Retail,30,Onsite,28,10,5
EMP4254,55,Male,HR,Manufacturing,22,Hybrid,39,8,1
EMP4255,51,Prefer not to say,Designer,IT,12,Onsite,44,2,3
EMP4256,27,Non-binary,Designer,Education,6,Onsite,22,0,5
EMP4257,56,Male,Data Scientist,Retail,19,Onsite,46,5,5
EMP4258,24,Male,Sales,Finance,12,Onsite,30,13,5
EMP4259,24,Female,Designer,Finance,26,Onsite,42,5,3
EMP4260,29,Male,Data Scientist,Education,10,Hybrid,31,3,4
EMP4261,58,Non-binary,Designer,Healthcare,8,Onsite,44,3,2
EMP4262,31,Prefer not to say,HR,Retail,28,Remote,53,1,3
EMP4263,30,Prefer not to say,Data Scientist,Retail,14,Remote,47,9,4
EMP4264,43,Female,Marketing,IT,7,Hybrid,31,14,5
